DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 5c       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       
 bangalore rural | hosakote | sulibele        |35880| G UHPS GIDDAPPANAHALLI         | urdu    |1558539| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | alappanahalli   |36126| G LPS VENKATAPURA              | kannada |1682418| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560360| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558102| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1
 bangalore rural | hosakote | thavarekere     |36273| GLPS BANDAHALLI                | kannada |1559123| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1| NA          |1|1| NA          | NA          |1| NA          | NA          
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1682496| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563344| female | tamil         | 2D            | 2nd Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | t agrahara      |36242| GLPS SHASHIMAKANA HALLI        | kannada |1562275| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557722| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|1| NA          |0| NA          
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558915| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | sulibele        |36141| G ULPS JANATHA COLONY          | urdu    |1558517| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559713| female | tamil         |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566434| male   | telugu        |2| 2nd Pretest     | English        | NA          |1|1|1| NA          |0|0|0|1|1|0|1|1|0|0|0
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558160| female | kannada       |2| 2nd Pretest     | English        |1|1|0| NA          | NA          |0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35893| G LPS BAGALURU                 | kannada |1560279| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36200| GHPS GOTTIPURA                 | kannada |1559446| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36084| G LPS CHOKKASANDRA             | kannada |1560258| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35986| G HPS DODDA DUNNASANDRA        | kannada |1561719| male   | kannada       |2| 2nd Pretest     | English        |1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | t agrahara      |36241| GHPS BAVAPURA                  | kannada |1562253| male   | kannada       |2| 2nd Pretest     | English        |0|1|0|0|1|0|0|0|1|1|1|0|0|0|0|0
 bangalore rural | hosakote | sulibele        |36140| G UHPS SULIBELE                | urdu    |1660959| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557353| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36048| G LPS GADIGENAHALLI            | kannada |1559381| female | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0
 bangalore rural | hosakote | jadigenahalli   |35957| G HPS ATTHIVATTA               | kannada |1558299| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36026| G LPS THENEYURU                | kannada |1561857| female | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559721| male   | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|0|1|0|0|1|1|0| NA          |0| NA          
 bangalore rural | hosakote | bilanarasapura  |36196| GLPS DINNEKORATI               | kannada |1559282| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558383| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558845| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|0|0|1|0|0
 bangalore rural | hosakote | doddanhulluru   |36198| GLPS CHOKKAHALLI               | kannada |1682665| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36116| G HPS GUNDURU                  | kannada |1558065| male   | kannada       |2| 2nd Pretest     | English        |1|1| NA          | NA          |1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | mugbala         |36224| GHPS MUGABALA                  | kannada |1561075| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35995| G HPS MUTHKURU                 | kannada |1559973| female | kannada       |2| 2nd Pretest     | English        |1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1660239| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35995| G HPS MUTHKURU                 | kannada |1692231| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36080| G LPS  VADDAHALLI              | kannada |1682402| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36226| GLPS GANAGALU                  | kannada |1682652| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557734| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36013| G LPS VARADAPURA               | kannada |1552296| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36078| G LPS HALEURU                  | kannada |1682530| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36026| G LPS THENEYURU                | kannada |1682829| female | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | thavarekere     |35942| G LPS PUJARAMANAHALLI          | kannada |1682476| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|1|1|0| NA          |1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36123| G LPS THIMMASANDRA             | kannada |1682389| female | urdu          |2| 2nd Pretest     | English        | NA          |0| NA          | NA          | NA          | NA          | NA          |1| NA          |1|1| NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | devanagundi     |35986| G HPS DODDA DUNNASANDRA        | kannada |1561720| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36029| G HPS BENDIGANAHALLI           | kannada |1682861| female | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | nelavagilu      |35912| G HPS NELAVAGILU               | kannada |1557503| female | kannada       |2| 2nd Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559631| male   | urdu          | 2B            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1| NA          |0
 bangalore rural | hosakote | bilanarasapura  |36196| GLPS DINNEKORATI               | kannada |1559290| female | other         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | jadigenahalli   |35966| G HPS JADIGENAHALLI            | kannada |1561966| male   | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562286| female | kannada       |2| 2nd Pretest     | English        |1|0|1|1|1|1|0|0|1|1|1|0|0|0|0|0
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560774| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36186| GLPS CHEEMASANDRA              | kannada |1558250| male   | kannada       |2| 2nd Pretest     | English        |1|1|0|1|0|0|0|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1560343| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559625| male   | telugu        | 2B            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1| NA          |0|1|1| NA          | NA          | NA          |0
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1692078| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683033| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683035| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35999| G UHPS MEDIMALLASADNRA         | urdu    |1660829| male   | urdu          |2| 2nd Pretest     | English        |1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563333| female | kannada       | 2D            | 2nd Pretest     | English        |1|1|1|0|1|1|1|1|0|1|1|1|1|1|0|1
 bangalore rural | hosakote | nelavagilu      |35912| G HPS NELAVAGILU               | kannada |1557497| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | doddagattinabbe |36094| G LPS DEVASHETTYHALLI          | kannada |1562796| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1559187| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|0|1|1|1|1|0|1|1|1|0|1|1
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1559172| male   | telugu        |2| 2nd Pretest     | English        |1|1|0|1|1|0|1|1|1|0|1|1|0|0|1|0
 bangalore rural | hosakote | nandagudi       |36085| G LPS KONDRAHALLI              | kannada |1682380| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35982| G LPS KOTTURU                  | kannada |1682845| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1
 bangalore rural | hosakote | hosakote town   |36013| G LPS VARADAPURA               | kannada |1552309| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558759| female | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556908| male   | kannada       |2| 2nd Pretest     | English        |1|0|0| NA          | NA          |1|1|0| NA          |1|0|0|0|0|0|0
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566249| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563393| male   | tamil         | 2C            | 2nd Pretest     | English        |1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|0
 bangalore rural | hosakote | doddagattinabbe |36649| GLPS CHEEMANDA HALLI           | kannada |1647966| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36186| GLPS CHEEMASANDRA              | kannada |1558251| male   | kannada       |2| 2nd Pretest     | English        |1|1|0|0|1|0|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566254| male   | kannada       |2| 2nd Pretest     | English        |1|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1561221| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36013| G LPS VARADAPURA               | kannada |1552318| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35922| G HPS HEDAKANAHALLI            | kannada |1682621| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36100| G LPS HUNASEHALLI              | kannada |1566418| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | jadigenahalli   |35957| G HPS ATTHIVATTA               | kannada |1682099| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|0|1|0|1|0|1|1|1|1|0
 bangalore rural | hosakote | bendiganahalli  |36070| GHPS ITTASANDRA                | kannada |1561913| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35966| G HPS JADIGENAHALLI            | kannada |1561961| male   | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561670| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1609144| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36240| GHPS T AGRAHARA                | kannada |1562216| male   | kannada       |2| 2nd Pretest     | English        |1|0|0|0|0| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1562981| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559525| male   | urdu          | 2A            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36067| G LPS RALAKUNTE                | kannada |1560239| female | telugu        |2| 2nd Pretest     | English        |1|1| NA          |1|1|1|1|0|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | shivanapura     |36050| G LPS CT GOLLAHALLI            | kannada |1557987| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36297| GKHPS KATTIGENAHALLI           | kannada |1622884| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660743| male   | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36134| G LPS MUGALIPURA               | kannada |1557283| female | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1560964| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35986| G HPS DODDA DUNNASANDRA        | kannada |1561727| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1559885| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36123| G LPS THIMMASANDRA             | kannada |1557867| male   | kannada       |2| 2nd Pretest     | English        | NA          | NA          | NA          | NA          | NA          |0|0|0| NA          | NA          | NA          |1| NA          |0| NA          | NA          
 bangalore rural | hosakote | doddanallala    |35944| G HPS CHIKKANALLALA            | kannada |1613764| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36209| GKHPS KODIHALLI                | kannada |1560164| male   | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | jadigenahalli   |35958| G HPS SOLURU                   | kannada |1682147| male   | kannada       |2| 2nd Pretest     | English        |1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558368| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1
 bangalore rural | hosakote | doddanallala    |36204| GLPS THAGALIHOSAHALLI          | kannada |1559814| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36053| G LPS GANJARLAHALLI            | kannada |1558469| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1559887| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36085| G LPS KONDRAHALLI              | kannada |1682377| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | nandagudi       |36082| G UHPS N HOSAHALLI             | urdu    |1660267| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607615| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1559176| female | urdu          |2| 2nd Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36050| G LPS CT GOLLAHALLI            | kannada |1683424| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36237| GHPS DODDENAHALLI              | kannada |1645414| male   | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1559880| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566446| female | telugu        |2| 2nd Pretest     | English        | NA          |1|1|1|1|1|1|0|0|1|1|0|0|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560201| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36091| G ULPS CHATRIPALYA             | urdu    |1560451| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36007| G LPS S. GUTTAHALLI            | kannada |1562832| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660737| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558369| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561592| female | kannada       |2| 2nd Pretest     | English        |1|1|0|0|1|1|1|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557291| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0
 bangalore rural | hosakote | t agrahara      |35878| G LPS BETTAHALLI               | kannada |1660273| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35931| G LPS YELACHAHALLI             | kannada |1557179| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|0|0|0|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558761| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|0|0|0|1|0|0|1|0|0|0|0
 bangalore rural | hosakote | t agrahara      |36239| GLPS BHUVANAHALLI              | kannada |1562186| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563106| female | urdu          | 2C            | 2nd Pretest     | English        |1|1|1|1|1|0|1|0|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35971| G HPS KOLATHURU                | kannada |1560131| female | kannada       |2| 2nd Pretest     | English        |1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1682448| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563231| female | telugu        | 2B            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559799| female | kannada       |2| 2nd Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36198| GLPS CHOKKAHALLI               | kannada |1559337| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1692424| male   | urdu          |2| 2nd Pretest     | English        |1|0|0| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35954| G LPS APPASANDRA               | kannada |1563084| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1692913| female | kannada       |2| 2nd Pretest     | English        |1|1|0|0|0|1|1|1|1|0|1|0|1|1|0|0
 bangalore rural | hosakote | samethanahalli  |35979| G LPS NAGANAYAKANA KOTE        | kannada |1556959| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36067| G LPS RALAKUNTE                | kannada |1560236| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607611| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559785| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1
