DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 5c       |6| 7a       | 7b       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       | 10a      | 10b      | 10c      
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563271| male   | kannada       | 4B            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561830| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563201| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35993| G HPS ANUGONDANAHALLI          | kannada |1560072| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36207| GKLPS BISNAHALLI               | kannada |1560055| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35889| G LPS CHIKKA KOLIGA            | kannada |1561808| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560420| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559753| female | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|0| NA          |1|1|0|0| NA          | NA          |1|1|1|0| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | bendiganahalli  |36190| GHPS ANUPAHALLI                | kannada |1558636| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|0|0|1|1|1|1|0|0|1|1|1|1|0|0| NA          |1|1|1
 bangalore rural | hosakote | nelavagilu      |35914| G ULPS K.SHETTYHALLI           | urdu    |1683125| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36047| G LPS SIDDAPURA                | kannada |1558014| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36084| G LPS CHOKKASANDRA             | kannada |1682572| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1| NA          | NA          |0|0|0|0|0|0|1|1|1|1| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558445| male   | urdu          |4| 4th Pretest     | English        |1|0|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1561239| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35987| G LPS DEVALAPURA               | kannada |1561542| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1660800| male   | kannada       |4| 4th Pretest     | English        |1|0|0|0|0|0|0|0|0|1|0|0|0|1|1|1|0|0|0|0| NA          | NA          | NA          
 bangalore rural | hosakote | t agrahara      |36238| GUHPS THAMMARASANAHALLI        | urdu    |1647214| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1682549| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|1|0|0| NA          | NA          |1|1|1|0| NA          | NA          |1|0|0|0
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1683276| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557430| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          | NA          | NA          |1|0|0|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563378| female | urdu          | 4D            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1564785| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36236| GHPS CHIKKATHAGGALI            | kannada |1562099| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36073| G UHPS HINIDGANALA             | urdu    |1563047| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36201| GHPS SOMAPURA                  | kannada |1559539| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1| NA          |0|1|1|1|0| NA          | NA          |1|1|1| NA          |0|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607665| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|0|0|0|0|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35888| G HPS E. MUTHASANDRA           | kannada |1682264| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | shivanapura     |36040| G LPS MOTHAKADAHALLI           | kannada |1566372| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558872| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|0|0|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558175| female | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | t agrahara      |36245| GLPS HOSADIMBAHALLI            | kannada |1562301| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36206| GHPS KOMBALIGANAHALLI          | kannada |1559964| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560415| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36097| G ULPS BISANAHALLI             | urdu    |1560579| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35888| G HPS E. MUTHASANDRA           | kannada |1557966| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36133| G LPS KALLAHALLI               | kannada |1557262| female | kannada       |4| 4th Pretest     | English        | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          |0| NA          | NA          | NA          | NA          |1|1|1| NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | shivanapura     |36043| G HPS KARAPANAHALLI            | kannada |1683291| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | sulibele        |36141| G ULPS JANATHA COLONY          | urdu    |1558533| female | urdu          |4| 4th Pretest     | English        |1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36207| GKLPS BISNAHALLI               | kannada |1560042| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558775| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36213| GLPS HALASAHALLI               | kannada |1560619| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566289| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36073| G UHPS HINIDGANALA             | urdu    |1563052| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35944| G HPS CHIKKANALLALA            | kannada |1613820| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36204| GLPS THAGALIHOSAHALLI          | kannada |1559899| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35959| G HPS OROHALLI                 | kannada |1562718| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0| NA          |1| NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36199| GLPS CHIKKAHULLUR              | kannada |1559441| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560214| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | thavarekere     |35940| G LPS BANAMAKANAHALLI          | kannada |1558030| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | sulibele        |36141| G ULPS JANATHA COLONY          | urdu    |1558534| male   | urdu          |4| 4th Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559656| male   | urdu          | 4B            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1| NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | devanagundi     |35995| G HPS MUTHKURU                 | kannada |1560016| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35990| G LPS D.MEDAHALLI              | kannada |1609112| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563272| female | kannada       | 4B            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1682573| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|1|0|1|1|1|1|1|0|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | thavarekere     |35931| G LPS YELACHAHALLI             | kannada |1557188| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|0|0|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35912| G HPS NELAVAGILU               | kannada |1557530| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563141| female | kannada       | 4C            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36200| GHPS GOTTIPURA                 | kannada |1559462| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1| NA          |1|1|1|1|1|1|0|0|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35957| G HPS ATTHIVATTA               | kannada |1558313| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563369| male   | urdu          | 4D            | 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | hosakote town   |36016| G LPS AMBEDKER NAGARA          | kannada |1566205| male   | urdu          |4| 4th Pretest     | English        |1|0|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561801| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558147| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35987| G LPS DEVALAPURA               | kannada |1682498| female | other         |4| 4th Pretest     | English        |1|0|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | mugbala         |36206| GHPS KOMBALIGANAHALLI          | kannada |1559979| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | kalkunte        |36109| G HPS NARAYANA KERE            | kannada |1561183| female | urdu          |4| 4th Pretest     | English        |1|1|1|0|1|1|1| NA          | NA          | NA          |1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35927| G LPS MARASANDAHALLI           | kannada |1562902| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|0|0|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558866| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660930| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36223| GLPS MYLAPURA                  | kannada |1561030| female | kannada       |4| 4th Pretest     | English        |0|1|1|0|0|1|1|1|1|1|0|0|1|1|1|1|1| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | jadigenahalli   |36091| G ULPS CHATRIPALYA             | urdu    |1560514| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1683565| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559603| male   | kannada       | 4A            | 4th Pretest     | English        |0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | alappanahalli   |36128| G UHPS SHANKANIPURA            | urdu    |1558835| female | urdu          |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | thavarekere     |35952| G LPS ALAGONDANAHALLI          | kannada |1558906| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36073| G UHPS HINIDGANALA             | urdu    |1563067| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | t agrahara      |36238| GUHPS THAMMARASANAHALLI        | urdu    |1562183| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36025| G LPS THIMMAPPANAHALLI         | kannada |1558593| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561098| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1| NA          | NA          |1|1|0|0| NA          | NA          |1|1|1|0| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | alappanahalli   |36130| G LPS UPPARAHALLI              | kannada |1557487| female | urdu          |4| 4th Pretest     | English        |1| NA          | NA          | NA          | NA          | NA          | NA          |1|1|1|0| NA          | NA          |1|1|1| NA          | NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | jadigenahalli   |35971| G HPS KOLATHURU                | kannada |1560136| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|0|0|1|1|0|0|0|0|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557336| female | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | devanagundi     |36001| G ULPS HANDENAHALLI            | urdu    |1692153| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36113| G LPS THATTANUR                | kannada |1560056| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36053| G LPS GANJARLAHALLI            | kannada |1558503| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|0|1| NA          | NA          |1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566298| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1559105| male   | urdu          |4| 4th Pretest     | English        |1|1|1|0|1|1|0|1|1|1|1|0|0|1|1|1|0| NA          |1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35909| G HPS DALASAGERE               | kannada |1558693| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36186| GLPS CHEEMASANDRA              | kannada |1558278| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|1| NA          | NA          |0|0|0| NA          | NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566476| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559743| female | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|0| NA          |1|1|1|0| NA          | NA          |1|1|1| NA          | NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | nelavagilu      |35906| G LPS LAKSHMIPURA              | kannada |1682780| female | telugu        |4| 4th Pretest     | English        |1|1|0|1|0|1|0|0|1|1|0|0|1|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36003| G HPS JINNAGARA                | kannada |1560636| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36297| GKHPS KATTIGENAHALLI           | kannada |1623024| male   | urdu          |4| 4th Pretest     | English        | NA          | NA          | NA          |1| NA          | NA          | NA          | NA          | NA          | NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559772| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1| NA          | NA          |1|1| NA          |0| NA          | NA          |1|1|1|0|0| NA          |0|1|1|1
 bangalore rural | hosakote | devanagundi     |35999| G UHPS MEDIMALLASADNRA         | urdu    |1566322| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36043| G HPS KARAPANAHALLI            | kannada |1558240| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|0|1|0|1|1|1|1|0|0|1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36016| G LPS AMBEDKER NAGARA          | kannada |1566203| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1
 bangalore rural | hosakote | samethanahalli  |35980| G LPS HAROHALLI                | kannada |1559876| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1695300| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | kalkunte        |36116| G HPS GUNDURU                  | kannada |1558072| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557760| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0| NA          |1|1|1|0| NA          |1|1|1|0| NA          |0| NA          |1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1682126| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0| NA          |1|1|1|0| NA          | NA          |1|1|1| NA          | NA          | NA          | NA          |0|0|0
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556950| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1559630| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|0|1|1|1
 bangalore rural | hosakote | hosakote town   |36016| G LPS AMBEDKER NAGARA          | kannada |1566214| male   | urdu          |4| 4th Pretest     | English        |0|1|1|1|1| NA          |0| NA          |0|1| NA          | NA          | NA          |1|1|1|0| NA          | NA          |0| NA          |1| NA          
 bangalore rural | hosakote | t agrahara      |36241| GHPS BAVAPURA                  | kannada |1562263| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557446| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | sulibele        |35880| G UHPS GIDDAPPANAHALLI         | urdu    |1558567| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36007| G LPS S. GUTTAHALLI            | kannada |1562863| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | sulibele        |36140| G UHPS SULIBELE                | urdu    |1660982| male   | urdu          |4| 4th Pretest     | English        |1|1|1|0|0|1|0|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | doddanhulluru   |36198| GLPS CHOKKAHALLI               | kannada |1682676| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | beguru          |35891| G HPS BEGURU                   | kannada |1552577| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1| NA          |1|1|1|1| NA          | NA          |1|1|1|0| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | bilanarasapura  |36229| GLPS ULAVANAHALLI              | kannada |1682764| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558987| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
