DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       | 7d       | 7e       | 7f       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552748| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559731| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|0|1|1|0|0|0|1|0|1|1|1|1|1|1|1|1|0|0|1| NA          |1|1
 bangalore rural | hosakote | mugbala         |36224| GHPS MUGABALA                  | kannada |1561134| female | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558767| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36073| G UHPS HINIDGANALA             | urdu    |1563021| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556930| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35887| G ULPS E.MUTHASANDRA           | urdu    |1558659| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | doddanhulluru   |36197| GLPS CHOLAPPANAHALLI           | kannada |1660214| female | kannada       |3| 3rd Pretest     | English        |1| NA          | NA          |1|1|1|1| NA          | NA          |0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1561231| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562098| male   | kannada       |3| 3rd Pretest     | English        |1|0|1|0|0|1|1|0|0|0|1|1|1|1|0|1| NA          |0|0|0|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552765| female | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35999| G UHPS MEDIMALLASADNRA         | urdu    |1660840| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559641| male   | telugu        | 3B            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36116| G HPS GUNDURU                  | kannada |1682221| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36207| GKLPS BISNAHALLI               | kannada |1560028| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561635| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35921| G UHPS BOYS BNPURA             | urdu    |1682919| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1562049| female | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552766| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36192| GHPS CG Nabe(chikkagattinabbe) | kannada |1560910| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36078| G LPS HALEURU                  | kannada |1557046| female | telugu        |3| 3rd Pretest     | English        |1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36214| GLPS CHIKKA NALLURAHALLI       | kannada |1560720| female | hindi         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | doddanhulluru   |36201| GHPS SOMAPURA                  | kannada |1559527| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|0|1| NA          | NA          |1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1
 bangalore rural | hosakote | thavarekere     |35937| G LPS LINGAPURA                | kannada |1557022| female | kannada       |3| 3rd Pretest     | English        |1|0|0|0|1|1|0|0|0|0|0|0| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | thavarekere     |35937| G LPS LINGAPURA                | kannada |1557024| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562089| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | shivanapura     |36043| G HPS KARAPANAHALLI            | kannada |1558227| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          | NA          |1|1|1|1|1|1|1|0
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563122| male   | telugu        | 3C            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1682537| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36187| GLPS RAMAGOVINDAPURA           | kannada |1558333| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|0|1| NA          |1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561743| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1693396| female | kannada       |3| 3rd Pretest     | English        |0|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35918| G LPS MUDDANAHALLI             | kannada |1560190| male   | telugu        |3| 3rd Pretest     | English        | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563249| male   | urdu          | 3B            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1645662| male   | urdu          | 3B            | 3rd Pretest     | English        |1|1|1|1| NA          |1|1| NA          | NA          | NA          |1|1|1|1|1|1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36201| GHPS SOMAPURA                  | kannada |1559511| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683075| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36014| G LPS GOWTHAM COLONY           | kannada |1560234| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1| NA          |1|1|1|0|0|1|0|0|0|0|0|0|0
 bangalore rural | hosakote | shivanapura     |36044| G HPS K SATHYAVARA             | kannada |1683388| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35954| G LPS APPASANDRA               | kannada |1563098| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|0|1|1
 bangalore rural | hosakote | mugbala         |36206| GHPS KOMBALIGANAHALLI          | kannada |1559938| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | kalkunte        |36116| G HPS GUNDURU                  | kannada |1558069| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36109| G HPS NARAYANA KERE            | kannada |1561178| male   | kannada       |3| 3rd Pretest     | English        |1| NA          |1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36061| G LPS ATTURU                   | kannada |1561867| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|0|0|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35891| G HPS BEGURU                   | kannada |1552552| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | mugbala         |36206| GHPS KOMBALIGANAHALLI          | kannada |1559954| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36225| GHPS KURUBARAHALLI             | kannada |1561304| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1| NA          | NA          |1|1|1|1| NA          |0|0| NA          |1|0|0|0| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | devanagundi     |35999| G UHPS MEDIMALLASADNRA         | urdu    |1660853| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36228| GLPS PETTANAHALLI              | kannada |1561486| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562282| male   | kannada       |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | bendiganahalli  |36028| G LPS DYAVASANDRA              | kannada |1558607| male   | kannada       |3| 3rd Pretest     | English        |1|0|0|0|0| NA          | NA          | NA          | NA          |0|1|1|1|1|1|1|1|1|1|1|1|0|1|1| NA          
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558964| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36228| GLPS PETTANAHALLI              | kannada |1561487| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36016| G LPS AMBEDKER NAGARA          | kannada |1566189| female | urdu          |3| 3rd Pretest     | English        | NA          |1|1|1|1|1|1|0| NA          |1| NA          | NA          |1|1|1|1| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36084| G LPS CHOKKASANDRA             | kannada |1560263| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36070| GHPS ITTASANDRA                | kannada |1682848| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0
 bangalore rural | hosakote | hosakote town   |36014| G LPS GOWTHAM COLONY           | kannada |1560235| male   | telugu        |3| 3rd Pretest     | English        | NA          |0|1| NA          | NA          |1|1| NA          | NA          | NA          | NA          | NA          |1|0|0|0|0|0|1|1|1| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | bilanarasapura  |35915| G HPS KARAHALLI                | kannada |1562754| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562315| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558857| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1562068| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660892| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660763| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559036| female | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563192| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35911| G LPS YETHONODEYANAPURA        | kannada |1560158| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|0|0|1|1|0| NA          |0|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0
 bangalore rural | hosakote | t agrahara      |36240| GHPS T AGRAHARA                | kannada |1562248| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35987| G LPS DEVALAPURA               | kannada |1561517| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563182| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36013| G LPS VARADAPURA               | kannada |1552403| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36080| G LPS  VADDAHALLI              | kannada |1682409| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560207| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36025| G LPS THIMMAPPANAHALLI         | kannada |1558580| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36197| GLPS CHOLAPPANAHALLI           | kannada |1559328| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0|1|1|0| NA          | NA          |0|1|1|1|1|1|1|1|1|1|1|1|0| NA          | NA          |1
 bangalore rural | hosakote | t agrahara      |36240| GHPS T AGRAHARA                | kannada |1682365| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36192| GHPS CG Nabe(chikkagattinabbe) | kannada |1560891| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1559090| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | samethanahalli  |35982| G LPS KOTTURU                  | kannada |1561432| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36072| G HPS HINDIGANALA              | kannada |1562748| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1682600| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1692452| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35944| G HPS CHIKKANALLALA            | kannada |1613809| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558131| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35932| G ULPS YELACHAHALLI            | urdu    |1566411| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35914| G ULPS K.SHETTYHALLI           | urdu    |1683128| male   | urdu          |3| 3rd Pretest     | English        |1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558128| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|1|0|1|1
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561081| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1| NA          | NA          |1|0|1|1|1|1|1|1|1| NA          | NA          | NA          |1| NA          | NA          | NA          
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558427| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35916| G HPS KORATI                   | kannada |1560680| male   | kannada       |3| 3rd Pretest     | English        |1|0|0| NA          | NA          |1|1|1|0|1|1|1|1|1|0|1|0|0|0|0|0| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | bendiganahalli  |36029| G HPS BENDIGANAHALLI           | kannada |1558599| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1559617| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558945| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36105| G HPS HONACHANAHALLI           | kannada |1682559| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561765| male   | urdu          |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1609150| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36077| G UHPS NANDAGUDI               | urdu    |1561151| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558121| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | vagata          |36098| G LPS KACHARAKANAHALLI         | kannada |1645418| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1568218| female | kannada       | 3D            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36222| GHPS VOLAGERE PURA             | kannada |1560931| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660764| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1695705| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36054| G LPS BHEEMAPURA               | kannada |1560588| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|0|0|0|0|1|1|0|1|1|1|0|1|1|1|1|1|0| NA          | NA          |1
 bangalore rural | hosakote | bendiganahalli  |36025| G LPS THIMMAPPANAHALLI         | kannada |1558587| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683083| male   | kannada       |3| 3rd Pretest     | English        |1|0|1|1|0|1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | doddanhulluru   |36225| GHPS KURUBARAHALLI             | kannada |1561290| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1| NA          | NA          |1|1|1|1|0|0| NA          | NA          |1|1|1|1| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | thavarekere     |35941| G LPS GANGAPURA                | kannada |1566252| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | t agrahara      |36246| GHPS DODDARALAGERE             | kannada |1562331| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35916| G HPS KORATI                   | kannada |1560685| female | kannada       |3| 3rd Pretest     | English        |1| NA          |1|1| NA          | NA          |0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |35943| G LPS CHINANDAHALLI            | kannada |1565024| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1|1|0|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557405| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
