School_code|School_name|District_name
29200900904|ACTS PU COLLEGE|BANGALORE                                         
29200901301|ANKITA SCHOOL NO;302/23, SARAWATHI SADANA TAYAPPA GARDEN  BILEKAHALLI BANNERGHATTA ROAD BANGALORE|BANGALORE                                         
29200901302|MGS INFANT SCHOOL NO; 171 SOMESHWARA TEMPLE STREET BILEKAHALLI  BANNERGHATTA  BNG 76|BANGALORE                                         
29200901303|THERESA PUBLIC SCHOOL BILEKAHALLI|BANGALORE                                         
29200901304|M G SCHOOL FOR EXCELLENCE BILEKAHALLI|BANGALORE                                         
29200901601|THE PRESIDENT ENGLISH SCHOOL|BANGALORE                                         
29200901602|DILEEP PRIMARY ENGLISH PRIMARY SCHOOL NO ; 108/6 BILLEKALLI BANNERGHATTA ROAD BANGALORE|BANGALORE                                         
29200901603|SRI MARUTHI HIGH SCHOOL|BANGALORE                                         
29200901604|NEWTON PUBLIC ENGLISH HIGH SCHOOL|BANGALORE                                         
29200901605|LITTLE ANGEL;S ENGLISH HIGH SCHOOL SUPRAJA NAGAR KONANAKUNTE BANGALORE(S3)|BANGALORE                                         
29200901606|V.E.S HIGH SCHOOL|BANGALORE                                         
29200901607|RAJARAJESHWARI HIGH SCHOOL|BANGALORE                                         
29200901608|SILICON CITY HIGH SCHOOL|BANGALORE                                         
29200901609|ROYAL HIGH SCHOOL|BANGALORE                                         
29200901610|ST.VAVIERS INDEPENDENT PU COLLEGE|BANGALORE                                         
29200901611|DON BOSCO INDEPENDENT PU COLLEGE|BANGALORE                                         
29200901612|GOVT PU COLLEGE AGARA|BANGALORE                                         
29200901613|ST JOSEPH PU COLLEGE|BANGALORE                                         
29200901614|R.S.D.C EVENING COLLEGE|BANGALORE                                         
29200901615|SRINIVAS INDEPENDENT PU COLLEGE|BANGALORE                                         
29200901616|DIANA CONVENT|BANGALORE                                         
29200901701|ST. ANNS ENGLISH MEDIUM SCHOOL AKSHAYA NAGAR BEGUR ROAD BANGALORE 68|BANGALORE                                         
29200901702|ST, THERESAS HIGH SCHOOL BEGUR POST BEGURU BANGALORE 68|BANGALORE                                         
29200901703|GOVT. HIGH SCHOOL BEGURU BNG 68|BANGALORE                                         
29200901704|THE SALONEE SCHOOL 2ND CROSS VP NAGARA BEGURU BNG 68|BANGALORE                                         
29200901705|PREETHI DHAM SCHOOL MYLASANDRA|BANGALORE                                         
29200901706|FULLIFAWS COLLEGE|BANGALORE                                         
29200901707|ST TERESA S COMPOSITE PRE UNIVERSITY COLLEGE|BANGALORE                                         
29200901801|GNANAPRAKASHAM KANNADA HIGH SCHOOL BILLEKAHALLI|BANGALORE                                         
29200901802|GNANAPRAKSHAM VIDYA ENGLISH  HIGH SCHOOL BILLEKAHALLI|BANGALORE                                         
29200901803|ACHALA VIDYA MANDIRA|BANGALORE                                         
29200901804|PRIDARSHINI PUBLIC SCHOOL  SUBHASHNAGARA|BANGALORE                                         
29200901805|CES ENGLISH HIGH SCHOOL NO142/1,BEHIND GOVT SCHOOL KANAKAPURA MAIN ROAD JARANAGANAHALLI BNG-78|BANGALORE                                         
29200901806|TRISHUL ENGLISH HIGH SCHOOL 35TH CROSS SARAKKI GARDENS  JP NAGARA 3RD PHASE BNG560078|BANGALORE                                         
29200901807|SRI VINAYAKA VIDYALAYA, J P NAGAR, BANGALORE560078 (S3)|BANGALORE                                         
29200901808|NEW MOTHER THERESA SCHOOL|BANGALORE                                         
29200901809|SAMARTHANAM HIGH SCHOOL|BANGALORE                                         
29200901810|BHARATH INTERNATIONAL SCHOOL|BANGALORE                                         
29200902001|NATIONAL  SCHOOL|BANGALORE                                         
29200902102|BCR PUBLIC SCHOOL|BANGALORE                                         
29200902301|LITTLE ANGELS MODERN HIGH SCHOOL|BANGALORE                                         
29200902302|GOVT PU COLLEGE DOMLUR|BANGALORE                                         
29200902601|MOTHER THERESA ENGLISH ELLANAHALLI|BANGALORE                                         
29200902701|BLUEBELL PUBLIC SCHOOL|BANGALORE                                         
29200902901|SRI RAMAKRISHNA SAMGRA SHIKHANA KENDRA|BANGALORE                                         
29200902902|SHRI VENKATESHWARA HIGH SCHOOL|BANGALORE                                         
29200902903|VIDHYANJALI HIGH SCHOOL|BANGALORE                                         
29200902904|SILICON VALLEY SCHOOL|BANGALORE                                         
29200902905|M.V.S. ENGLISH HIGH SHCOOL MEENAKSHI GARDEN GOLLANHALLI ANJANAPRA BANGALORE(S3)|BANGALORE                                         
29200902906|NAVA BHARATHA NIRMALA VIDYA MANDIRA WEAVERS COLONY GOTTIGERI POST BANGALORE-83(S3)|BANGALORE                                         
29200902907|GHS GOTTIGERE|BANGALORE                                         
29200902908|GURUDARSHANA PUBLIC SCHOOL|BANGALORE                                         
29200903001|SHAMS HIGH SCHOOL|BANGALORE                                         
29200903101|SHARADA VIKAS PU COLLEGE|BANGALORE                                         
29200903201|OXFORD PUBLIC SCHOOL|BANGALORE                                         
29200903203|ADARSHA EDUCATION  CENTRE|BANGALORE                                         
29200903204|GNANA BHARATHI HIGH SCHOOL|BANGALORE                                         
29200903205|S.V.S. HIGH SCHOOL|BANGALORE                                         
29200903206|ADARSH HIGH SCHOOL|BANGALORE                                         
29200903207|BHAGYA LAKSHMI HIGH SCHOOL|BANGALORE                                         
29200903208|VIDHYA JYOTHI JUNIOR COLLEGE|BANGALORE                                         
29200903209|A.S.C. PUBLIC SCHOOL AGARA|BANGALORE                                         
29200903801|MOUNT CARMEL CONVENT NO 2100 23RD MAIN 1ST SECTOR HSR LAYOUT BANGALORE|BANGALORE                                         
29200903803|RAGHGAVENDRA ENGLISH HIGH SCHOOL KHB COLONY KORAMANGALA BANGALORE|BANGALORE                                         
29200903804|NEENA ENGLISH HIGH SCHOOLS KORAMANGALA BANGALORE (S3)|BANGALORE                                         
29200903805|GRAMMAR PUBLIC SCHOOL VENKATAPURA TEACHERS COLONY MAINROAD KORAMANGALA POST BANGALORE(S3)|BANGALORE                                         
29200903808|BABY MONA HIGH SCHOOL|BANGALORE                                         
29200903809|RJS COMP PU COLLEGE|BANGALORE                                         
29200903810|ST.FRANCIS COMPOSITE PU COLLEGE|BANGALORE                                         
29200903811|RJS EVENING COLLEGE|BANGALORE                                         
29200903812|KRUPANIDHI PU COLLEGE|BANGALORE                                         
29200903813|CHINMAYA VIDYALAYA|BANGALORE                                         
29200903814|LOWRENCE HIGH SCHOOL KORAMANGALA|BANGALORE                                         
29200903815|POLICE PUBLIC HIGH SCHOOL KORAMANGALA|BANGALORE                                         
29200903901|SRI SARATHY ENGLISH HIGH SCHOOL KOTHNUR VILLAGE GOTTIGERE POST BANGALORE|BANGALORE                                         
29200903902|ENNAR SCHOOL AADITHYA NAGAR|BANGALORE                                         
29200903903|JNANA VIKAS PUBLIC SCHOOL|BANGALORE                                         
29200904001|M.M. ENGLISH HIGH SCHOOL|BANGALORE                                         
29200904002|GOVT. HIGH SCHOOL  KONAPPANA AGRAHARA|BANGALORE                                         
29200904003|SILICON|BANGALORE                                         
29200904101|CHRIST HIGH SCHOOL|BANGALORE                                         
29200904102|CHRIST VIDYALAYA HIGH SCHOOL|BANGALORE                                         
29200904201|KHALASA PUBLIC SCHOOL HOSUR ROAD MADIVALA BANGALORE|BANGALORE                                         
29200904202|NEW CHRIST CONVENT AND HIGH SCHOOL BANGALORE (S3)|BANGALORE                                         
29200904203|OUR LADY OF FATHIMA HIGH SCHOOL MADIVALA BANGALORE(S3)|BANGALORE                                         
29200904204|GOVT PU COLLEGE MADIWALA|BANGALORE                                         
29200904206|CARMAEL GARDEN SCHOOL MADIVALA|BANGALORE                                         
29200904302|SHREE DHANRAJ PHOOLCHAND HINDI HIGH SCHOOL NO. 2 VICTORIA ROAD BANGALORE(S3)|BANGALORE                                         
29200904303|GOVERNMENT HIGH SCHOOL CHS EJIPURA VIVEKNAGAR POST BANGALORE(S3)|BANGALORE                                         
29200904304|MODERN ENGLISH HIGH SCHOOL EJIPURA VIVEKNAGAR BANGALORE 47(S3)|BANGALORE                                         
29200904305|EVEREST HIGH SCHOOL NEAR 80FT ROAD KORAMANGALA EXTENSION EJIPURA BANGALORE(S3)|BANGALORE                                         
29200904306|HOLY CHRIST HIGH SCHOOL|BANGALORE                                         
29200904307|MODERN COMPOSITE PU COLLEGE|BANGALORE                                         
29200904308|SATYABHAMA GOPAL ENGLISH SCHOOL|BANGALORE                                         
29200904401|ATFAA HIGH SCHOOL BDA LAYOUT NEELASANDRA BANGALORE(S3)|BANGALORE                                         
29200904402|BRIGHT HIGH SCHOOL SOUTH CROSS STREET R.K.GARDEN NEELASANADRA BANGALORE(S3)|BANGALORE                                         
29200904403|CORPORATION JUNIOR COLLEGE|BANGALORE                                         
29200904801|SHREE VIDYANIKETAN PRIMARY AND HIGH SCHOOL|BANGALORE                                         
29200904901|VIDYANIKETHAN NURSERY PRIMARY & HIGH SCHOOL DOMMALUR LAYOUT BANGALORE (S3)|BANGALORE                                         
29200904902|515 ARMY BASE WORKSHOP HIGH SCHOOL ULSOOR BANGALORE(S3)|BANGALORE                                         
29200904903|OUR LADY OF BON SECOURSE GIRL HIGH SCHOOL NO. CAMPBELL ROOD AUSTIN TOWN BANGALORE(S3)|BANGALORE                                         
29200904904|L R CAMBRIDGE|BANGALORE                                         
29200904905|KAIRALEE NIKETHAN ENGLISH|BANGALORE                                         
29200904906|BBMP GIRLS HIGH SCHOOL AUSTIN TOWN|BANGALORE                                         
29200904907|BBMP COMP PU COLLEGE FOR GIRLS|BANGALORE                                         
29200904908|KAIRALEE NIKETHAN COMPOSITE PU COLLEGE|BANGALORE                                         
29200904909|BALDWIN METHODIST PU COLLEGE|BANGALORE                                         
29200904910|BALDWIN GIRLS PU COLLEGE|BANGALORE                                         
29200904911|MITNALYA GIRLS COMPOSITE JUNIOR COLLEGE|BANGALORE                                         
29200904912|AL-AMEEN PU COLLEGE|BANGALORE                                         
29200904913|SRI BHAGWAN MAHAVEER JAIN COLLEGE|BANGALORE                                         
29200904914|WISDOM HIGH SCHOOL|BANGALORE                                         
29200904915|NIRMALA GIRLS HIGH SCHOOL|BANGALORE                                         
29200904916|ST MICHAELS HIGH SCHOOL|BANGALORE                                         
29200904917|PADMAVATHI MOTESSORI SCHOOL SHANTHINAGARA|BANGALORE                                         
29200904918|RASTRIYA MILTARY SCHOOL JOHNSON MARKET|BANGALORE                                         
29200905001|K.V.K HIGH SCHOOL|BANGALORE                                         
29200905002|SADHGURU SAINATHPU COLLEGE|BANGALORE                                         
29200905003|NEW BISHOP COTTON HIGH SCHOOL|BANGALORE                                         
29200905401|R.J.S HIGH SCHOOL|BANGALORE                                         
29200905402|SRI SADGURU SAI BABA HIGH SCHOOL|BANGALORE                                         
29200905501|GHS YADIYOORU|BANGALORE                                         
29200905502|SAAHI VIDYAKENDRA JAYANAGAR|BANGALORE                                         
29200905503|SUDHARSHAN VIDYA MANDIR ICSE ACADEMY|BANGALORE                                         
29200905504|GOVT PU COLLEGE YADIYURA|BANGALORE                                         
29200905603|GLITZY PUBLIC SCHOOL ANNAPOORNESHWARI LAYOUT CHUNCHUNGATTA KOTHNUR MAIN ROAD BANGALORE(S3)|BANGALORE                                         
29200905604|SILICON CITY ACADEMY|BANGALORE                                         
29200905605|SUNMARGA CENTRAL SCHOOL|BANGALORE                                         
29200905801|NEW BLOSSOM ENGLISH SCHOOL NEKARAR COLONY|BANGALORE                                         
29200906101|LOYALA COMPOSITE PU COLLEGE|BANGALORE                                         
29200906102|HOLY SPIRIT SCHOOL|BANGALORE                                         
29200906201|BEES SCHOOL NO:48 BEES SCHOOL ROAD NYNAPPANAHALLI BANGALORE|BANGALORE                                         
29200906301|NEW ARAVIND MEMORIAL ENGLISH SCHOOL NO; 20 5TH CROSS. 3RD MAIN BTM 4TH STAGE 1ST BLOCK BANGLORE 76|BANGALORE                                         
29200906401|ST PETERS HIGH SCHOOL|BANGALORE                                         
29200906701|HOMBE GOWDA BOYS HIGH SCHOOL|BANGALORE                                         
29200906702|NARMADA MEMORIAL SCHOOL|BANGALORE                                         
29200906703|SRS ENGLISH HIGH SCHOOL|BANGALORE                                         
29200906704|ESWARI ENGLISH MEDIUM HIGH SCHOOL|BANGALORE                                         
29200906705|GHS HOMBE GOWDANAGARA|BANGALORE                                         
29200906706|SMT. GANGAMMA HOMBE GOWDA GIRLS HIGH SCHOOL, HOMBE GOWDA NAGAR BANGALORE-27(S3)|BANGALORE                                         
29200906707|SMT GANGAMMA HOMEGOWDA COMP PU COLLEGE|BANGALORE                                         
29200906708|RANI SARALDEVI COMPOSITE PU COLLEGE|BANGALORE                                         
29200906801|LILY ROSE HIGH SCHOOL BANNERGHATTA ROSD BANGALORE|BANGALORE                                         
29200906802|WISDOM PUBLIC HIGH SCHOOL BTM 1ST STAGE BANGALORE-560029|BANGALORE                                         
29200906803|THE JAYANAGAR PARENTS ASSOICAT|BANGALORE                                         
29200906806|SHAMSHAD HOLY FAITH MODERN ENGLISH SCHOOL|BANGALORE                                         
29200906807|CANAN CHRIST PUBLIC SCHOOL,|BANGALORE                                         
29200906808|BET COMP PU COLLEGE|BANGALORE                                         
29200906809|ORIENTAL ENGLISH SCHOOL|BANGALORE                                         
29200906901|SAHAKARI VIDYA KENDRA HIGH SCHOOL|BANGALORE                                         
29200906902|CES ENGLISH HIGH SCHOOL|BANGALORE                                         
29200906903|NSVK HIGH SCHOOL|BANGALORE                                         
29200906904|HOLY CHRIST BOYS & GIRKS HIGH SCHOOL|BANGALORE                                         
29200906905|ST ANTHONYS HIGH SCHOOL|BANGALORE                                         
29200906906|RSPA VIDYAKENDRA HIGH SCHOOL|BANGALORE                                         
29200906907|MOTHRER TOUCH SCHOOL|BANGALORE                                         
29200906908|THE PTA SCHOOL|BANGALORE                                         
29200906909|MES HIGH SCHOOL 10TH MAIN 4TH BLOCK JAYANAGAR BANGALORE (S3)|BANGALORE                                         
29200906911|NEW HOLY CROSS ENGLISH HIGH SCHOOL|BANGALORE                                         
29200906912|R.K.S.HIGH SCHOOL|BANGALORE                                         
29200906913|NEENA ENGLISH HIGH SCHOOL|BANGALORE                                         
29200906914|INDIRA CHILDRENS CSHOOL #40/10 39TH CROSS 8TH BLOCK JAYANAGAR BANGALORE (S3)|BANGALORE                                         
29200906915|HOLY  MARIYAMMA  CONVENT  BISMILLANAGARA BANGALORE|BANGALORE                                         
29200906916|VIJAYA HIGH SCHOOL SOUTH END CIRCLE 3RD BLOCK JAYANAGARA BANGALORE-11|BANGALORE                                         
29200906918|J S S COMP PU COLLEGE|BANGALORE                                         
29200906919|SSMRV PU COLLEGE|BANGALORE                                         
29200906920|VIJAYA COMP PU COLLEGE|BANGALORE                                         
29200906921|SUDARSHAN VIDYA MANDIR PU COLLEGE|BANGALORE                                         
29200906922|COMMUNITY CENTRE COMMERCE PU COLLEGE|BANGALORE                                         
29200906923|THE NATIONAL PU COLLEGE|BANGALORE                                         
29200906924|MEWA PU COLLEGE|BANGALORE                                         
29200906925|MES PU COLLEGE|BANGALORE                                         
29200906926|CITY COMPOSITE PU COLLEGE|BANGALORE                                         
29200906927|VIJAY PU COLLEGE|BANGALORE                                         
29200906928|BES EVENING PU COLLEGE|BANGALORE                                         
29200906929|BES INDEPENDENT PU COLLEGE|BANGALORE                                         
29200906930|N.M.K.R.V PU COLLEGE FOR WOMEN|BANGALORE                                         
29200906931|VIJAYA EVENING PU COLLEGE|BANGALORE                                         
29200906932|R.V PU COLLEGE|BANGALORE                                         
29200906933|BHS FIRST GRADE COLLEGE|BANGALORE                                         
29200906935|HOLY SAINT HIGH SCHOOL(4BLK)|BANGALORE                                         
29200906936|THE BANGALORE HIGH SCHOOL JAYANAGARA|BANGALORE                                         
29200906937|GOVT HIGH SCHOOL JAYANAGARA|BANGALORE                                         
29200906938|SREE RAMA VIDYALAYA|BANGALORE                                         
29200906939|HOLY SAINT HIGH SCHOOL(7BLK)|BANGALORE                                         
29200907501|SSAINT JOSEPH HS|BANGALORE                                         
29200907502|NEW CAMBRIDGE HIGH SCHOOL|BANGALORE                                         
29200907504|LAWRENCE HIGH SCHOOL|BANGALORE                                         
29200907505|J.S.S. HIGH SCHOOL|BANGALORE                                         
29200907506|ST.MORRIS HIGH SCHOOL|BANGALORE                                         
29200907507|AMRITH EDUCATIONAL CULTURAL SOCIETY|BANGALORE                                         
29200907601|SANABIL ENGLISH HIGH SCHOOL|BANGALORE                                         
29200907602|ST MARYS HIGH SCHOOL|BANGALORE                                         
29200908001|VVN PU COLLEGE|BANGALORE                                         
29200908003|RASHTRIYA VIDYALAYA PUBLIC SCHOOL|BANGALORE                                         
29200908101|J.S.S HIGH SCHOOL (KANNADA)KONANAKUNTE BANGALORE KANAKAPURA MAIN ROAD BANGALORE|BANGALORE                                         
29200908102|J.S.S HIGH SCHOOL (ENGLISH) KONANAKUNTE BANGALORE KANAKAPURA MAIN ROAD BANGALORE|BANGALORE                                         
29200908103|LITTLE ANGLES HPS  KONANAKUNTE|BANGALORE                                         
29200908104|NATIONAL PUBLIC ENGLISH HIGH SCHOOL|BANGALORE                                         
29200908105|GREEN VALLEY  ENGLISH HIGH SCHOOL|BANGALORE                                         
29200908106|CARMEL JYOTI HIGH SCHOOL|BANGALORE                                         
29200908201|GOVT UPGRADED HIGH SCHOOL PUTTENAHALLI|BANGALORE                                         
29200908501|KENDRIYA VIDYALAYA VICTORIA ROAD|BANGALORE                                         
29200908601|SHUBHODAYA HIGH SCHOOL NS PALYA BANNERUGHATTA ROAD BANGALORE (S3)|BANGALORE                                         
29200908602|HILL SIDE PUBLIC SCHOOL|BANGALORE                                         
29200908901|EXCELLENT HIGH SCHOOL|BANGALORE                                         
29200908902|JOHNSON HIGH SCHOOL|BANGALORE                                         
29200908903|MACAULAY ENGLISH SCHOOL|BANGALORE                                         
29200908904|ST JOHNS COMPOSITE PU COLLEGE|BANGALORE                                         
29200909001|SRI CHANNAKESHAVA HIGH SCHOOL|BANGALORE                                         
29200909101|BBMP BOYS HIGH SCHOOL JOUGUPALYA|BANGALORE                                         
29200909102|SACRED HEART BOYS HIGH SCHOOL|BANGALORE                                         
29200909201|BBMP GIRLS HIGH SCHOOL JOUGUPALYA|BANGALORE                                         
29200909202|CHRANS PUBLIC SCHOOL|BANGALORE                                         
29200909203|THE FRANK ANTHONY PUBLIC SCHOOL ALSOOR|BANGALORE                                         
29200909204|THE EAST WOOD HIGH SCHOOL ALSUR|BANGALORE                                         
29200909401|SAINT EUPHRASIA GIRLS HIGH SCHOOL|BANGALORE                                         
29200909402|CATHEDRAL HIGH SCHOOL|BANGALORE                                         
29200909403|CATHEDVAL COMP PU COLLEGE|BANGALORE                                         
29200909501|SHREEVARDHMAN MAHAVEER JAIN EVENING PU COLLEGE|BANGALORE                                         
29200909502|INDIRANAGAR COMP. PU. COLLEGE|BANGALORE                                         
29200909503|S.M.G.H PU COLLEGE|BANGALORE                                         
29200909504|DR.AMBEDKAR PU COLLEGE|BANGALORE                                         
29200909505|DR.AMBEDKAR PU EVENING  COLLEGE|BANGALORE                                         
29200909506|SSB ENGLISH HIGH SCHOOL|BANGALORE                                         
29200909601|SAINT PATRICKS HIGH SCHOOL|BANGALORE                                         
29200909701|GOVT URDU COMPOSITE HIGH SCHOOL TANK GARDEN|BANGALORE                                         
29200909702|SK ENGLISH SCHOOL|BANGALORE                                         
29200909703|TSN CONVENT|BANGALORE                                         
29200909704|NEW BALDWIN TILAK NAGARA|BANGALORE                                         
29200910001|SN HIGH SCHOOL 2ND MAIN ROAD NANJAPPA LAYOUT ADUGODI BANGALORE 30|BANGALORE                                         
29200910002|THE CRYSTAL SCHOOL|BANGALORE                                         
29200910003|GOVT.HIGH SCHOOLS, ADUGODI BANGALORE (S3)|BANGALORE                                         
29200910004|PADMAVATHI GIRLS HIGH SCHOOLS (S3) HOSUR ROAD, BANGALORE|BANGALORE                                         
29200910005|SAI ENGLISH  HIGH SCHOOL ADUGODI BANGLALORE|BANGALORE                                         
29200910006|GOVT PU COLLEGE|BANGALORE                                         
29200910102|ROBBIA HIGH SCHOOL|BANGALORE                                         
29200910103|B.M.E.S HIGH SCHOOL|BANGALORE                                         
29200910104|SRI GURURAJA HIGH SCHOOL JAYANAGARA 1ST BLOCK BANGALORE(S3)|BANGALORE                                         
29200910201|BOLDWIN INDIAN HIGH SCHOOL HSR LAYOUT SECTOR1|BANGALORE                                         
29200910204|RSPA VIDYA KENDRA ENGLISH MEDIUM HIGH SCHOOL|BANGALORE                                         
29200910205|TILAK ENGLISH HIGH SCHOOL|BANGALORE                                         
29200910206|VIVEKANANDA EDUCATION CENTRE|BANGALORE                                         
29200910207|VIVEKANANDA EDUCATION CENRTE|BANGALORE                                         
29200910208|ME&WA HIGH SCHOOL|BANGALORE                                         
29200910209|MOTHER LAND ENGLISH HIGH SCHOOL|BANGALORE                                         
29200910210|FRANCISCON INSTITUTE HIGH SCHOOL|BANGALORE                                         
29200910211|INDIRA PRIYADARSHINI GIRLS HIGH SCHOOL|BANGALORE                                         
29200910212|GOOD SHEPHERD SCHOOL|BANGALORE                                         
29200910213|BES HIGH SCHOOL (ENGLISH)|BANGALORE                                         
29200910214|BES HIGH SCHOOL (KANNADA)|BANGALORE                                         
29200910215|TEJEWINI  HIGH SCHOOL|BANGALORE                                         
29200910216|CARMEL CONVENT HIGH SCHOOL|BANGALORE                                         
29200910218|GOVT HIGH SCHOOL AGARA|BANGALORE                                         
29200910219|KAMALA NEHRU GIRLS  HIGH SCHOOL|BANGALORE                                         
29200910221|EXCELLENT SCHOOL|BANGALORE                                         
29200910222|BBMP HIGH SCHOOL BYRASANDRA|BANGALORE                                         
29200910223|MES HIGH SCHOOL|BANGALORE                                         
29200910224|MERAJ ENGLISH SCHOOL|BANGALORE                                         
29200910225|BBMP HIGH SCHOOL SHANTI NAGARA|BANGALORE                                         
29200910226|LADY WELLINGTON HIGH SCHOOL # 85/86 NARAPTUNGA LAYOUT KOTHANUR DINNE JP NAGARA 7TH PHASE BNG 78|BANGALORE                                         
29200910227|SHANTHINIKETHANA HIGH SCHOOL BAZAR STREET  NEELASANDRA|BANGALORE                                         
29200910228|CAPITAL PUBLIC SCHOOL JP NAGARA RBI LAYOUT BANGALORE|BANGALORE                                         
29200910229|SHANTINIKETHANA HIGH SCHOOL 8TH MAIN ROAD VIVEKANAGARA BANGALORE-47|BANGALORE                                         
29200910230|VIVEKANANDA   INTERNATIONAL PUBLIC SCHOOL  ADUGODI BANGLORE-30|BANGALORE                                         
29200910231|RANI SARALA DEVI HIGH SCHOOL|BANGALORE                                         
29200910233|NW ST.JOSEPH ENGLISH SCHOOL|BANGALORE                                         
29200910234|MIDTOWN PUBLIC SCHOOL|BANGALORE                                         
29200910235|BET SUFIIA HIGH SCHOOL|BANGALORE                                         
29200910236|S.N.ENGLISH SCHOOL|BANGALORE                                         
29200910237|GREEN PASTURES HIGH SCHOOL NS PALYA BG ROAD BANGALORE-76|BANGALORE                                         
29200910238|SHRI DIVYAJYOTHI KANNADA HIGH SCHOOL|BANGALORE                                         
29200910239|SUJANA CONVENT|BANGALORE                                         
29200910240|SEEMA HIGH SCHOOL KORAMANGALA BANGALORE|BANGALORE                                         
29200910241|BETHANY HIGH SCHOOL KORAMANGALA BANGALORE|BANGALORE                                         
29200910242|GOVT. COMPOSITE P.U COLLEGE DOMLUR BANGALORE(S3)|BANGALORE                                         
29200910243|BALAYESU VIDYALAYA HS VIVEKNAGAR BANGALORE(S3)|BANGALORE                                         
29200910244|CHINMAYA VIDYA KENDRA HIGH SCHOOL VENUGOPALASWAMY LAYOUT EJIPURA BANGALORE(S3)|BANGALORE                                         
29200910245|BOLDWIN GIRLS HIGH SCHOOL  RICHMOND ROAD BANGALORE(S3)|BANGALORE                                         
29200910246|BALDWIN BOYS HIGH SCHOOL BANGALORE|BANGALORE                                         
29200910247|JSS COMPOSITE PU COLLEGE JAYANAGARA BANGALORE3(S3)|BANGALORE                                         
29200910249|SUDARSHAN VIDYA MANDIR 26TH A MAIN 4TH T BLOCK JAYANGAR BANGALORE(S3)|BANGALORE                                         
29200910250|KARNATAKA VIDYA SHALA (R)NURSERY. PRIMARY AND HIGH SCHOOL ASETIN TOWN OAYOUT (S3)|BANGALORE                                         
29200910251|LOURDES BOYS HIGH SCHOOL 14 CAMBRIDGE ROAD HALASURE, BANGALORE(S3)|BANGALORE                                         
29200910252|KRLS PATEL RAMA REDDY 121/1 7TH CROSS PATEL RAMAREDDY MARG DOMLUR LAYOUT BANGALORE(S3)|BANGALORE                                         
29200910254|RELIANCE PUBLIC SCHOOL(NEELSARY HOME SCHOOL) BANGALORE (S)|BANGALORE                                         
29200910255|GOLDWYN MEMORIAL PUBLIC SCHOOL JANATHA COLONY JAKKASANDRA SARJAPURA ROAD BANGALORE(S3)|BANGALORE                                         
29200910256|HOLY MOTHERS ENGLISH SHCOOL VINAYAKANAGAR PUTTENAHALLI,J.P.NAGAR 7TH PHASE BANGALORE(S3)|BANGALORE                                         
29200910257|ROYAL SCHOOL. J.P NAGAR BANGALORE-78(S3)|BANGALORE                                         
29200910258|IMAGE ENGLISH  SCHOOL ANNAIAH REDDY EXTEN/ 24TH 2 J.P.NAGAR 6TH PHASE BANGALORE-78(S3)|BANGALORE                                         
29200910259|BALDWIN METHODIST KANNADA SCHOOL 12TH CROSS ANEPALYA BANGALORE(S3)|BANGALORE                                         
29200910302|CHIKKA ANNAMMA DEVI HIGH SCHOOLS KRAMANGALA VENKATAPURA, BANGALORE-560034 (S3)|BANGALORE                                         
29200910303|KRUPANIDHI CHRIST CONVENT AND HIGH SCHOOL NO.15, 2ND CROSS, V.P.ROAD, MADIWALA, BANGALORE - 560 068|BANGALORE                                         
29200910309|SRI VENKATESHWARA PRIMARY AND HIGH SCHOOL 1/18 8TH CORSS MARUTI  NAGAR MADIWALA BANGALORE-68 (S3)|BANGALORE                                         
29200910310|R.S.HIGH SCHOOL|BANGALORE                                         
29200910311|KAVERI ENGLISH HIGH SCHOOL|BANGALORE                                         
29200910312|GHS MADIVALA|BANGALORE                                         
29200910313|ST MIRAS HIG SCHOOL DOLLARS   COLONY BTM 1ST STAGE BANGALORE (S3)|BANGALORE                                         
29200910314|RI VENKATESHWARA PU COLLEGE|BANGALORE                                         
29200910315|NEW CHRIST COMPOSITE  PU COLLEGE|BANGALORE                                         
29200910316|GRAMMAR PU COMPOSIT COLLEGE|BANGALORE                                         
29200910501|RAVINDRA HIGH SCHOOL|BANGALORE                                         
29200910502|SRI GANAPATHI VIDYA MANDIRA|BANGALORE                                         
29200910601|JANAKA VIDYALAYA 2ND CROSS SYNDICAT BANK COLONY ARAKERE GATE BG ROAD BNG 76|BANGALORE                                         
29200910603|SHANTHIKETHAN PU COLLEGE|BANGALORE                                         
29200910701|K.J. HIGH SCHOOL|BANGALORE                                         
29200910702|MARY  IMMACULATE HIGH SCHOOL|BANGALORE                                         
29200910703|HOLY CRESCENT HIGH SCHOOL|BANGALORE                                         
29200910704|DEVANGA SANGHA COMPOSITE PU COLLEGE|BANGALORE                                         
29200910801|MANASA VIDYA KENDRA|BANGALORE                                         
29200910802|SHRAYAS PUBLIC ENGLISH HIGH SCHOOL KANAKAPURA JP NAGARA BANGALORE|BANGALORE                                         
29200910803|THE BRIGADE SCHOOL J P NAGARA|BANGALORE                                         
29200910804|CAMBRIDGE SCHOOL JP NAGARA 7TH PHASE|BANGALORE                                         
29200910901|KAMALA NEHRU BOYS HIGH SCHOOL|BANGALORE                                         
29200911001|SHANTINIKETHAN EDUCATIONAL INSTITUTION BILEKAHALLI BANNERGHATTA ROAD BANGALORE|BANGALORE                                         
29200911002|MATHAS ENGLISH HIGH SCHOOL|BANGALORE                                         
29200911003|NEW FRANCIS ENGLISH HIGH SCHOOL|BANGALORE                                         
