DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|ASSMNTNAME|PROGNAME|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685431|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34117|' SONNAPPA GARDEN          '|' kannada '|1683833|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|0|0|0|1|0|0|0|0|0|1|1|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686429|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685606|' male   '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|0|1|0|0|1|1|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686194|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685489|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34132|' GOVINDAPURA 2            '|' kannada '|1685965|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34128|' GOVINDAPURA 1            '|' kannada '|1685466|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686362|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685852|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686203|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|1|1|1|1|0|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686267|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686338|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34135|' GOVINDAPURA 3            '|' kannada '|1685942|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|0|1|1|1|1|1|0|0|1|0|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686367|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1688038|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|1|1|0|0|1|0|0|1|1|1|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685999|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685881|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685540|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686310|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34135|' GOVINDAPURA 3            '|' kannada '|1685957|' female '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|1|0|0|1|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686104|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685853|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|1|0|1|0|0|1|1|1|0|0|0|0|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34067|' ADUGODI POLICE QUARTRESS '|' kannada '|1686089|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685997|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685866|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|1|0|0|0|0|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34067|' ADUGODI POLICE QUARTRESS '|' kannada '|1686054|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686315|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683730|' male   '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|0|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|0|0|0|1|0|1|0|0|0|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34116|' CHAMUNDI NAGAR           '|' kannada '|1686427|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|0|0|1|0|1|1|1|1|0|0|1|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685455|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' bangalore central      '|' sir m vishweshwariah 1st circle '|35478|' KALYAN NAGAR             '|' kannada '|1624756|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34138|' ISLAMPURA                '|' kannada '|1683855|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|0|0|1|0|1|0|0|0|1|0|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686162|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34135|' GOVINDAPURA 3            '|' kannada '|1685947|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|0|1|1|1|0|1|1|1|1|1|0|0|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34120|' A K COLONY               '|' kannada '|1685537|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686278|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686257|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|1|0|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686163|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34128|' GOVINDAPURA 1            '|' kannada '|1685407|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|1|1|1|0|1|1|1|1|1|1|0|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34130|' MODI ROAD 2              '|' kannada '|1685658|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685905|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683721|' female '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|0|1|1|0|0|1|0|1|1|1|0|0|1|0|0|0|0|0|0|1|1|1|0|0|0|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34142|' BANGAR GIRI              '|' kannada '|1685897|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|1|1|0|1|0|1|1|0|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34142|' BANGAR GIRI              '|' kannada '|1685900|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685688|' male   '|' sindhi        '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686180|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686251|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34132|' GOVINDAPURA 2            '|' kannada '|1685978|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685674|' female '|' konkani       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|0|1|0|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686102|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686400|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686195|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|||||||||
' bangalore '|' bangalore central      '|' sir m vishweshwariah 1st circle '|35478|' KALYAN NAGAR             '|' kannada '|1683895|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34117|' SONNAPPA GARDEN          '|' kannada '|1683834|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|0|1|1|1|0|0|0|0|0|0|0|1|1|0|0|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683805|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|1|1|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34120|' A K COLONY               '|' kannada '|1685516|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686169|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686110|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|1|1|1|1|0|1|1|1|0|1|0|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1647915|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|0|1|1|0|0|0|1|0|1|1|1|1|1|0|1|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34128|' GOVINDAPURA 1            '|' kannada '|1685474|' male   '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686281|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686188|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686428|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685708|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686294|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|0|1|1|0|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686412|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683677|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|1|0|1|0|1|0|1|0|1|1|0|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34128|' GOVINDAPURA 1            '|' kannada '|1685425|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686230|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1667047|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34067|' ADUGODI POLICE QUARTRESS '|' kannada '|1686031|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34138|' ISLAMPURA                '|' kannada '|1683845|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34142|' BANGAR GIRI              '|' kannada '|1685902|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685876|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686253|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|1|0|1|1|1|1|1|0|1|1|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685784|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|0|1|0|1|0|1|0|1|0|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686212|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34120|' A K COLONY               '|' kannada '|1685494|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686353|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685843|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683690|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|0|0|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683759|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|0|0|0|0|1|0|1|1|1|1|1|0|0|1|1|0|1|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685632|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683745|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685859|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|0|0|1|1|1|1|1|0|0|0|1|0|1|0|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34120|' A K COLONY               '|' kannada '|1685520|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686261|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686300|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686410|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
