 district |       block        |          cluster          | school_code |             school_name             | no_of_classroom | lowest_class | highest_class | no_of_teachers | no_of_students | no_of_headteacher 
 KOPPAL   | KOPPAL             | AGALAKERA                 |29070316101| GLPS RAJARAMPET                     |2|1|5|2|23|0
 KOPPAL   | KOPPAL             | AGALAKERA                 |29070316601| GLPS HOSA SHIVAPUR                  |4|1|5|4|107|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070300601| GCPS ALAWANDI                       |10|1|8|9|241|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070300602| GHPS GIRLS ALAWANDI                 |10|1|8|10|209|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070300604| GHPS SC/ST ALAWANDI                 |5|1|8|7|158|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070300607| GHPS URDU ALWANDI                   |2|1|7|3|33|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070300609| GLPS SIDDESHWAR NAGAR ALAWANDI(new  |2|1|5|2|16|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070300610| KGBV ALAWANDI                       |4|6|8|4|92|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070302001| GLPS BAIRAPUR                       |5|1|5|5|119|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070302601| GHPS BOCHANAHALLI                   |14|1|8|10|520|1
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070306101| GHPS HALAWAGILI                     |6|1|8|5|187|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070309901| GHPS KAMPALI                        |4|1|5|2|28|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070310801| GLPS KESALAPUR                      |4|1|5|2|43|0
 KOPPAL   | KOPPAL             | ALAWANDI                  |29070313701| GHPS NILOGIPUR                      |7|1|8|7|236|1
 KOPPAL   | KOPPAL             | BETAGERI                  |29070301701| GMHPS BETAGERI                      |7|1|8|8|207|1
 KOPPAL   | KOPPAL             | BETAGERI                  |29070301703| GLPS BETAGERI                       |3|1|5|2|54|0
 KOPPAL   | KOPPAL             | BETAGERI                  |29070301704| GHPS MORANAHALLI                    |7|1|8|9|249|1
 KOPPAL   | KOPPAL             | BETAGERI                  |29070302301| GLPS BIKANALLI                      |4|1|5|3|74|0
 KOPPAL   | KOPPAL             | BETAGERI                  |29070302501| GHPS BISARALLI                      |10|1|8|8|339|0
 KOPPAL   | KOPPAL             | BETAGERI                  |29070302502| GHPS  SC&ST  COLONY BISARAHALL      |5|1|8|5|124|1
 KOPPAL   | KOPPAL             | BETAGERI                  |29070308601| GHPS HUNAKUNTI                      |6|1|8|8|281|1
 KOPPAL   | KOPPAL             | BETAGERI                  |29070312101| GHPS MAINAHALLI                     |13|1|7|10|303|1
 KOPPAL   | KOPPAL             | BETAGERI                  |29070312301| GHPS MATUR                          |9|1|8|7|265|1
 KOPPAL   | KOPPAL             | BETAGERI                  |29070313601| GHPS NEERALAGI                      |8|1|8|7|267|0
 KOPPAL   | KOPPAL             | BETAGERI                  |29070314801| GHPS TIGARI                         |8|1|8|10|293|1
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070301001| GHPS BAHADDURBANDI                  |9|1|8|10|359|1
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070301002| GHPS URDU BAHADDURABANDA            |4|1|7|3|72|0
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070304101| GHPS CHUKKANAKAL                    |6|1|8|7|126|1
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070305001| GHPS HOSA GONDABAL                  |9|1|8|9|231|1
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070306301| GHPS HALEGONDABAL                   |7|1|8|10|240|1
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070308001| GHPS HOSALLI.B                      |8|1|8|8|301|1
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070308801| GLPS HOOVIHAL                       |4|1|8|6|121|0
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070308901| GHPS HYATI                          |7|1|8|10|382|1
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070312401| GLPS MELLIKERI                      |2|1|5|1|70|0
 KOPPAL   | KOPPAL             | BHAHADDURBANDI            |29070312801| GHPS MUDDABALLI                     |9|1|8|8|246|1
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070300701| GLPS  AMARAPUR                      |2|1|5|2|16|0
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070302401| GLPS BILEBHAVI                      |3|1|5|3|42|0
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070302901| GHPS BUDAGUMPA                      |9|1|8|13|628|1
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070303301| GLPS CHANDRAGIRI                    |2|1|5|2|81|0
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070304601| GHPS GABBUR                         |6|1|7|9|208|1
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070305301| GHPS GUDADALLI                      |8|1|8|12|362|1
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070305601| GLPS HALEKUMUTA                     |3|1|5|3|89|0
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070309301| GHPS JABBALAGUDDA                   |7|1|8|10|245|1
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070310701| GHPS KEREHALLI                      |4|1|7|7|259|1
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070311901| GHPS LINGADAHALLI                   |5|1|7|7|163|1
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070313301| GHPS NAGESHANAHALLI                 |6|1|8|8|315|1
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070316201| GLPS  ACHALAPUR                     |2|1|5|2|46|0
 KOPPAL   | KOPPAL             | BOODAGUMPA                |29070317101| GLPS R.S.NAGAR                      |2|1|5|2|49|0
 KOPPAL   | KOPPAL             | GINGERA                   |29070300401| GHPS ALLANAGAR                      |5|1|7|4|112|0
 KOPPAL   | KOPPAL             | GINGERA                   |29070301401| GHPS BASSAPUR.G                     |6|1|8|8|354|1
 KOPPAL   | KOPPAL             | GINGERA                   |29070304901| GMHPS GINIGERI                      |11|1|8|12|146|1
 KOPPAL   | KOPPAL             | GINGERA                   |29070304907| GHPS SHIVASHANTANAGAR GINIGERA      |5|1|7|8|202|1
 KOPPAL   | KOPPAL             | GINGERA                   |29070304908| LPS MARUTEPPA NAGAR GINIGERA        |2|1|5|2|73|0
 KOPPAL   | KOPPAL             | GINGERA                   |29070304909| LPS MANJUSHREE TAKIES GINIGERA      |2|1|5|2|54|0
 KOPPAL   | KOPPAL             | GINGERA                   |29070305701| GLPS HALEKANKAPUR                   |2|1|5|2|49|0
 KOPPAL   | KOPPAL             | GINGERA                   |29070308301| GHPS HOSAKANAKAPUR                  |5|1|7|6|124|1
 KOPPAL   | KOPPAL             | GINGERA                   |29070310101| GLPS KANAKAPUR TANDA                |4|1|5|3|80|0
 KOPPAL   | KOPPAL             | GINGERA                   |29070310901| GHPS KIDADAL                        |5|1|7|6|108|0
 KOPPAL   | KOPPAL             | GINGERA                   |29070311601| GLPS KUTUGANAHALLI                  |5|1|5|3|96|0
 KOPPAL   | KOPPAL             | GINGERA                   |29070317001| GLPS BELAVANAL                      |3|1|5|2|26|0
 KOPPAL   | KOPPAL             | HALAGERI                  |29070304001| GHPS CHILWADAGI                     |9|1|8|10|325|1
 KOPPAL   | KOPPAL             | HALAGERI                  |29070305901| GMHPS HALAGERI                      |8|1|8|10|321|0
 KOPPAL   | KOPPAL             | HALAGERI                  |29070305902| GLPS  JANATACOLONI HALGERI          |3|1|5|2|106|0
 KOPPAL   | KOPPAL             | HALAGERI                  |29070305903| GLPS KANAKANAGARA HALAGERI          |2|1|5|2|72|0
 KOPPAL   | KOPPAL             | HALAGERI                  |29070306701| GHPS HANAVAL                        |5|1|7|5|97|0
 KOPPAL   | KOPPAL             | HALAGERI                  |29070313401| GHPS NAREGAL                        |5|1|7|6|203|0
 KOPPAL   | KOPPAL             | HALAGERI                  |29070313801| GHPS OJANAHALLI                     |7|1|8|9|268|1
 KOPPAL   | KOPPAL             | HALAGERI                  |29070313802| GLPS  HUCHIRESWAR CAMP  OJANAH      |2|1|5|2|17|0
 KOPPAL   | KOPPAL             | HALAGERI                  |29070314701| GHPS TANAKANAKAL                    |8|1|8|9|295|1
 KOPPAL   | KOPPAL             | HALAGERI                  |29070315101| GHPS WADAGANAHAL                    |8|1|8|9|272|1
 KOPPAL   | KOPPAL             | HALAGERI                  |29070315401| GHPS YATHANHATTI                    |6|1|7|6|137|1
 KOPPAL   | KOPPAL             | HASAGAL                   |29070300201| GLPS  ACHAR THIMMAPUR               |2|1|5|2|15|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070300801| GLPS ARASINAKERI                    |4|1|7|3|152|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070303101| GHPS CHALLARI                       |7|1|8|7|257|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070303102| GLPS  CHALLARI  TANDA               |2|1|5|1|15|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070303501| GHPS CHIKKABOMMANHAL                |8|1|8|8|373|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070303801| GLPS CHIKKASULIKERI                 |3|1|5|3|120|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070303901| GHPS CHILAKAMUKI                    |6|1|8|10|131|1
 KOPPAL   | KOPPAL             | HASAGAL                   |29070304701| GLPS GANGANHAL                      |3|1|5|3|107|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070305101| GLPS GOSALADODDI                    |2|1|5|2|65|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070306801| GHPS HASAGAL                        |7|1|8|6|134|1
 KOPPAL   | KOPPAL             | HASAGAL                   |29070306802| GLPS  ARASANAKERI TANDA             |2|1|5|2|20|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070307201| GHPS HIREBOMMANHAL                  |9|1|8|9|362|1
 KOPPAL   | KOPPAL             | HASAGAL                   |29070307501| GHPS HIRESULIKRI                    |5|1|7|6|138|1
 KOPPAL   | KOPPAL             | HASAGAL                   |29070307502| GLPS HIRE SULIKERI TANDA            |6|1|8|4|177|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070308201| GLPS HOSUR                          |3|1|5|2|48|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070312501| GHPS METHAGAL                       |9|1|8|4|122|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070314401| GLPS SIDAGANAHALLI                  |2|1|5|2|53|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070314901| GLPS UPALAPUR                       |3|1|5|2|50|0
 KOPPAL   | KOPPAL             | HASAGAL                   |29070315701| GLPS DPEP VENKATAPUR                |2|1|5|1|62|0
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070301601| GHPS BELURU                         |12|1|8|7|203|0
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070302701| GHPS BUDIHAL                        |7|1|8|6|125|1
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070304501| GHPS DOMBARAHALLI                   |8|1|8|5|88|1
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070307401| GMHPS HIRESINDHOGI                  |9|1|8|15|180|1
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070307403| GLPS HG RAMALU NAGAR HIRESINDOGI    |2|1|5|2|49|0
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070307406| LPS ROTARI NAGAR HIRESINDOGI        |2|1|5|2|30|0
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070310301| GHPS URDU KATRAKI GUDLANUR          |2|1|5|2|12|0
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070315502| GHPS GUDLANUR                       |8|1|7|8|397|0
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070315901| GHPS  KATARAKI                      |8|1|7|9|223|1
 KOPPAL   | KOPPAL             | HIRESINDHOGI              |29070315903| GLPS JAGAJEEVANRAO COLONY KATARKI   |2|1|5|3|107|0
 KOPPAL   | KOPPAL             | HITNAL                    |29070301801| GHPS BEVINAHALLI                    |8|1|8|10|316|1
 KOPPAL   | KOPPAL             | HITNAL                    |29070305801| GLPS HALELINGAPUR                   |3|1|5|2|50|0
 KOPPAL   | KOPPAL             | HITNAL                    |29070307601| GMHPS HITNAL                        |15|1|8|17|652|0
 KOPPAL   | KOPPAL             | HITNAL                    |29070307602| GLPS  HITNAL CROSS                  |2|1|5|2|7|0
 KOPPAL   | KOPPAL             | HITNAL                    |29070307603| GLPS URDU HITNAL                    |3|1|8|4|54|0
 KOPPAL   | KOPPAL             | HITNAL                    |29070308502| GLPS HULIGI                         |1|1|5|2|3|0
 KOPPAL   | KOPPAL             | HITNAL                    |29070308503| GMHPS HULAGI MUNIRABAD              |16|1|8|18|567|1
 KOPPAL   | KOPPAL             | HITNAL                    |29070308506| GLPS URDU HULAGI                    |2|1|4|3|31|0
 KOPPAL   | KOPPAL             | HITNAL                    |29070310001| GHPS KAMPASAGAR                     |6|1|8|7|181|1
 KOPPAL   | KOPPAL             | HITNAL                    |29070314201| GHPS SHAHAPUR                       |8|1|7|7|240|1
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070303201| GLPS CHAMALAPUR                     |3|1|7|6|181|0
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070306501| GLPS HANUMANAHALLI                  |4|1|7|6|157|0
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070306601| GHPS HANUMANAHATTI                  |5|1|7|5|145|1
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070309201| GHPS IRKALGADA                      |14|1|8|14|563|1
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070309202| GLPS IRKALGADA                      |2|1|5|4|74|0
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070309401| GLPS JINNAPUR                       |5|1|7|3|91|0
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070309402| GLPS JINNAPUR TANDA                 |4|1|5|3|95|0
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070309403| GLPS JINNAPUR CHIKKA TANDA          |2|1|5|2|28|0
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070309801| GHPS KOMANUR                        |7|1|8|10|331|1
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070311101| GHPS KODADAL                        |6|1|7|7|170|1
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070311801| GHPS LEBAGERA                       |9|1|8|10|354|1
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070314601| GHPS TALAKANAKAPUR                  |6|1|7|6|201|1
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070315001| GLPS WADDARAHATTI                   |3|1|5|2|72|0
 KOPPAL   | KOPPAL             | IRAKALAGADA               |29070315301| GHPS YALAMAGIRI                     |7|1|7|8|305|1
 KOPPAL   | KOPPAL             | KAWALUR                   |29070301501| GLPS BELAGATTI                      |5|1|8|6|183|0
 KOPPAL   | KOPPAL             | KAWALUR                   |29070304801| GHPS GHATTIRADDIHAL                 |7|1|7|3|77|1
 KOPPAL   | KOPPAL             | KAWALUR                   |29070305201| GHPS GUDAGERI                       |8|1|7|3|139|1
 KOPPAL   | KOPPAL             | KAWALUR                   |29070306901| GHPS HATTI                          |9|1|8|12|433|1
 KOPPAL   | KOPPAL             | KAWALUR                   |29070309001| GHPS HYDARNAGAR                     |7|1|7|7|196|0
 KOPPAL   | KOPPAL             | KAWALUR                   |29070310501| GMHPS KAVALOOR                      |7|1|8|8|205|1
 KOPPAL   | KOPPAL             | KAWALUR                   |29070310502| GHPS GIRLS KAWALUR                  |5|1|8|6|47|0
 KOPPAL   | KOPPAL             | KAWALUR                   |29070310503| GHPS DPEP,KAWALOOR                  |6|1|8|10|335|1
 KOPPAL   | KOPPAL             | KAWALUR                   |29070313101| GHPS MURLAPUR                       |5|1|8|3|42|1
 KOPPAL   | KOPPAL             | KAWALUR                   |29070313901| GLPS RAGUNATHANAHALLI               |4|1|5|4|57|0
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070302801| GHPS BUDASHATNHAL                   |6|1|8|7|171|1
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070304301| GLPS DEVALAPUR                      |3|1|5|2|35|0
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070307001| GLPS HATTI                          |4|1|7|5|177|0
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070309601| GHPS KALAKERI                       |8|1|8|7|201|1
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070311002| GHPS KOULPET KINNAL                 |14|1|8|8|223|1
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070311003| GHPS  MUDLAPURROAD KINNAL           |8|1|8|10|253|3
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070311008| GMHPS KSMS KINNAL                   |22|1|8|18|632|1
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070311009| LPS BEERALINGESHWAR BADAWANE KINNAL |2|1|5|2|70|0
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070312001| GHPS MADINUR                        |7|1|8|9|314|1
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070312002| GLPS MADINUR (SHIFTED)              |2|1|5|0|28|0
 KOPPAL   | KOPPAL             | KINNAL(BHAGYANAGAR)       |29070312901| GLPS MUDLAPUR                       |4|1|5|2|40|0
 KOPPAL   | KOPPAL             | KOLUR                     |29070303701| GHPS CHIKKASINDHOGI                 |7|1|8|7|182|1
 KOPPAL   | KOPPAL             | KOLUR                     |29070304201| GHPS DADEGAL                        |5|1|8|5|115|0
 KOPPAL   | KOPPAL             | KOLUR                     |29070305401| GLPS GUNNALLI                       |5|1|5|3|73|0
 KOPPAL   | KOPPAL             | KOLUR                     |29070306401| GHPS HANDRAL                        |8|1|8|7|234|1
 KOPPAL   | KOPPAL             | KOLUR                     |29070306402| GLPS HANDRAL                        |2|1|4|2|38|0
 KOPPAL   | KOPPAL             | KOLUR                     |29070307801| GHPS HORATHATNAL                    |7|1|8|8|170|1
 KOPPAL   | KOPPAL             | KOLUR                     |29070310401| GLPS KATRAHALLI                     |4|1|5|3|82|0
 KOPPAL   | KOPPAL             | KOLUR                     |29070311201| GHPS KOLUR                          |7|1|8|9|251|1
 KOPPAL   | KOPPAL             | KOLUR                     |29070312201| GHPS MANGALAPUR                     |5|1|8|6|118|0
 KOPPAL   | KOPPAL             | KOLUR                     |29070312202| URDU GHPS MANGALAPUR                |3|1|7|4|36|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070311341| LPS URDU GORIANGAN KOPPAL           |1|1|3|2|73|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070311343| G URDU GHPS SARDAR GALLI KPL        |2|1|5|2|89|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070317202| GHPS SRISHYLA NAGAR   KOPPAL        |4|1|8|6|192|1
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070317301| GCHPS KOPPAL                        |11|1|8|15|498|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070317303| GLPS HAMALARA COLONI KOPPAL         |4|1|5|4|118|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070317401| GGIRLS MPS KOPPAL                   |6|1|8|9|385|1
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070317501| GLPS URDU PALTANGALLI KPL           |3|1|7|5|118|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070317601| GHPS URDU KOTGARGERA  KOPPAL        |6|1|8|7|256|1
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070317602| GHPS KOTAGARKERA KOPPAL             |8|1|8|10|323|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070318002| GHPS SARADARGALLI KOPPAL            |11|1|8|10|278|1
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070318004| GHPS URDU SARDAR GALLI KPL          |4|1|7|5|149|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070318302| Govt.LPS Beldar colony Koppal       |3|1|5|3|71|0
 KOPPAL   | KOPPAL             | KOPPAL (E)                |29070318601| GLPS  DEVARALARUS  COLONY  KOP      |5|1|7|6|124|0
 KOPPAL   | KOPPAL             | KOPPAL [N]                |29070302102| GMHPS BHAGYANAGAR                   |20|1|8|26|623|1
 KOPPAL   | KOPPAL             | KOPPAL [N]                |29070302103| GHPS ANJANEYYA  LAYOUT  BHAGYN      |8|1|7|10|293|1
 KOPPAL   | KOPPAL             | KOPPAL [N]                |29070302104| GLPS   NAVANAGAR  BAGYANAGAR        |3|1|5|2|12|0
 KOPPAL   | KOPPAL             | KOPPAL [N]                |29070302113| LPS KHDC COLONY BHAGYANAGAR         |2|1|5|2|77|0
 KOPPAL   | KOPPAL             | KOPPAL [N]                |29070302114| LPS DHANAVANTRI  COLONY BHAGYANAGAR |2|1|4|2|28|0
 KOPPAL   | KOPPAL             | KOPPAL [N]                |29070302118| GLPS, MUCHIGER STREET, BHAGYANAGAR  |6|1|7|10|267|0
 KOPPAL   | KOPPAL             | KOPPAL [N]                |29070318003| GLPS GANESH NAGAR KOPPAL            |3|1|5|2|39|0
 KOPPAL   | KOPPAL             | KOPPAL [N]                |29070319603| GLPS URDU FIRDOSE NAGAR             |2|1|5|1|0|0
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070311323| GLPS BENKINAGAR KOPPAL              |3|1|5|2|113|0
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070311360| GHPS ADHARSHA VIDYALAYA. KOPPAL     |3|6|7|8|206|1
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070317201| GHPS  SISAPPAYYANAMATH  KOPPAL      |6|1|8|6|120|1
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070317702| GHPS URDU DIDDIKER KOPPAL           |6|1|8|6|137|1
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070317801| GLPS DIDDIKERI ONI KOPPAL           |5|1|8|6|120|0
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070317901| GLPS URDU GORIANGAN KOPPAL          |3|1|5|4|112|0
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070318001| GHPS BRAMANWADI KOPPAL              |8|1|8|8|188|1
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070318801| GHPS GANDI SMARAKA KOPPAL           |7|1|8|8|263|1
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070319101| GHPS BAHARPET KOPPAL                |8|1|8|7|161|1
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070319102| G URDU LPS BAHARPET KOPPAL          |2|1|5|4|59|0
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070319401| GHPS GANDHINAGAR KOPPAL             |7|1|8|7|213|0
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070319501| GHPS STATION ADURUGADDE  KOPPA      |5|1|8|5|129|1
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070319601| GMHPS STATION ROAD KOPPAL           |14|1|8|13|429|0
 KOPPAL   | KOPPAL             | KOPPAL (W)                |29070319701| GLPS VIJAY NAGAR ASHREYA COLON      |3|1|5|4|100|0
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070300101| GHPS ABBIGERI                       |6|1|8|5|228|1
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070302201| GLPS BHIMANUR                       |4|1|8|6|164|0
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070304401| GHPS DANAGALADODDI                  |7|1|8|10|193|1
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070306001| GHPS HALAHALLI                      |7|1|8|8|238|0
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070309101| GHPS INDARAGI                       |12|1|8|12|718|0
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070309701| GHPS KALLATAVARAGERA                |7|1|8|7|156|1
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070310601| GHPS KENCHANADONI                   |7|1|8|7|187|1
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070311401| GHPS KUKANAPALLI                    |12|1|8|9|220|1
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070311402| GLPS KUKANAPALLI                    |2|1|5|3|212|0
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070314101| GLPS SANGAPUR                       |2|1|5|2|46|0
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070315201| GHPS VANABALLARI                    |11|1|8|11|558|1
 KOPPAL   | KOPPAL             | KUKANAPALLI               |29070316702| GLPS INDRANAGAR                     |3|1|5|2|63|0
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070303401| GHPS CHIKKABAGANAL                  |6|1|7|7|209|1
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070306201| GHPS HALAWARTHI                     |10|1|8|9|437|0
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070307101| GHPS HIREBAGANAL                    |7|1|8|6|308|1
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070307301| GHPS HIREKASANAKANDI                |6|1|7|8|245|1
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070310201| GHPS KARKIHALLI                     |8|1|8|8|397|1
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070311501| GHPS KUNIKERI                       |8|1|8|7|379|1
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070311502| GHPS KUNIKERI TANDA                 |6|1|7|8|250|1
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070311701| GHPS LACHANAKERI                    |8|1|8|9|323|1
 KOPPAL   | KOPPAL             | KUNIKERI                  |29070313201| GLPS MUNDRAGI                       |4|1|7|6|203|1
 KOPPAL   | KOPPAL             | MUNERABADA                |29070307701| GHPS HOLEMUDLAPUR                   |5|1|8|6|99|1
 KOPPAL   | KOPPAL             | MUNERABADA                |29070307901| GHPS HOSAHALLI (L)                  |7|1|7|9|288|1
 KOPPAL   | KOPPAL             | MUNERABADA                |29070308101| GLPS HOSALLI L                      |3|1|5|2|52|0
 KOPPAL   | KOPPAL             | MUNERABADA                |29070308102| LPS (URDU) HOSALLI(L)               |2|1|3|1|20|0
 KOPPAL   | KOPPAL             | MUNERABADA                |29070308401| GLPS HOSALINGAPUR                   |2|1|5|2|75|0
 KOPPAL   | KOPPAL             | MUNERABADA                |29070308402| GHPS HOSA LINGAPUR                  |7|1|7|8|331|1
 KOPPAL   | KOPPAL             | MUNERABADA                |29070313001| GMHPS TBP MUNIRABAD                 |18|1|8|13|417|0
 KOPPAL   | KOPPAL             | MUNERABADA                |29070313002| GHPS URDU TBP MUNIRABAD             |6|1|8|7|101|0
 KOPPAL   | KOPPAL             | MUNERABADA                |29070313006| GHPS S.J.S.MUNIRABAD                |7|1|8|8|225|1
 KOPPAL   | KOPPAL             | MUNERABADA                |29070313012| GLPS DAIRY TBP MUNIRABAD            |3|1|5|1|36|0
 KOPPAL   | KOPPAL             | MUNERABADA                |29070316801| GLPS HOSA MUDLAPUR                  |3|1|5|2|34|0
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070400102| GHPS ADAVIBHAVI.H                   |10|1|8|8|379|1
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070402801| GHPS DEVALAPUR                      |5|1|7|5|101|1
 KOPPAL   | KUSTAGI            | ADAVIBHAVI                |29070404701| GLPS HANUMAGIRI                     |5|1|7|3|92|0
